1.229417530240728196e+00,1.252590074147115651e+00,1.243371192906617795e+00,1.198401260793396039e+00,1.225251317670529971e+00,1.378085492930352984e+00,1.612803886846009505e+00,1.919504563668130714e+00,2.300207661421640903e+00,2.759769137163581743e+00,3.303573405519600659e+00,3.936231292962122819e+00,4.662649947714801790e+00,5.482139586108001339e+00,6.397082134578317536e+00,7.403641700233375644e+00,8.501155507815692403e+00,9.683777471868744158e+00,1.094436391597212932e+01,1.228018770717791419e+01,1.367960497122840557e+01,1.513675057864902307e+01,1.664595734938929894e+01,1.819683161440932651e+01,1.978157277244671874e+01,2.139473800079360544e+01,2.303009473700815946e+01,2.468181126363077382e+01,2.634391254019218565e+01,2.801507975400674155e+01,2.968862069658108638e+01,3.135970833533892943e+01,3.303211011438540368e+01,3.469388243686752560e+01,3.635152659378822193e+01,3.799798150985730416e+01,3.963812269959135648e+01,4.126239079519191222e+01,4.288011044751975476e+01,4.448395673547069151e+01,4.608284019750016114e+01,4.766945502862814266e+01,4.924175669420208834e+01,5.079839565287446135e+01,5.234624671286615438e+01,5.387511275616663653e+01,5.539644893273909076e+01,5.690483877455891815e+01,5.840205776167998408e+01,5.988654416150478710e+01,6.135793857514646987e+01
1.334976164072500637e+00,1.397049462215189886e+00,1.445353020131654231e+00,1.476023234632992009e+00,1.482317494356260701e+00,1.455816478014700932e+00,1.409406121090895248e+00,1.450634367031148120e+00,1.599437567145279182e+00,1.819759875085023904e+00,2.101527423724929733e+00,2.444885034342226149e+00,2.853139392927142470e+00,3.329316943440248977e+00,3.877147044574341450e+00,4.500653924837343389e+00,5.201696446367993332e+00,5.983109404715553303e+00,6.844027784826701932e+00,7.785846747439763682e+00,8.805537945162615898e+00,9.902142680802175079e+00,1.107117499349669387e+01,1.230900662165237414e+01,1.360954056861435468e+01,1.496984063248580021e+01,1.638488299921127833e+01,1.784592938870156331e+01,1.934941666661473292e+01,2.089230774896892129e+01,2.246582128405970025e+01,2.406139099115378244e+01,2.568620100138947393e+01,2.732417654170238563e+01,2.897661143269538186e+01,3.063994405741362925e+01,3.231005226570357536e+01,3.397906325281022788e+01,3.565218656194951308e+01,3.732267826805382782e+01,3.899653795824229974e+01,4.066212017620665620e+01,4.232051464067517088e+01,4.397438345224514222e+01,4.561561939922165010e+01,4.725478425472459065e+01,4.888165931916298490e+01,5.050573070554177946e+01,5.211949824444607771e+01,5.371850587930156706e+01,5.531048917429095013e+01
1.396579531042815292e+00,1.476765692455047185e+00,1.548556000599168980e+00,1.610563965888396121e+00,1.660703812970489857e+00,1.696107732202414509e+00,1.712583649546207454e+00,1.703831191412546575e+00,1.663724959551950766e+00,1.622998359828512926e+00,1.676210119050985936e+00,1.822406595461024459e+00,2.032547079367652110e+00,2.296571218433237860e+00,2.613377325771447879e+00,2.984890284376298553e+00,3.413542028127549255e+00,3.902055980591017992e+00,4.453598518384424665e+00,5.070496122048544052e+00,5.754984101105029559e+00,6.508556139514932504e+00,7.332571260347060971e+00,8.225370429723394494e+00,9.187807230326781038e+00,1.021729440644211984e+01,1.131275783473681074e+01,1.247124510703078215e+01,1.369198918982272239e+01,1.496694046350475560e+01,1.629648403400389611e+01,1.767602109515254227e+01,1.910209131498416468e+01,2.056732095588770903e+01,2.206841437453780586e+01,2.360475098796925408e+01,2.516940969323283284e+01,2.675682192425229289e+01,2.836428433902526436e+01,2.999097952243298693e+01,3.163288819382448835e+01,3.328656815627942223e+01,3.494694658720109004e+01,3.661460341519256190e+01,3.828635255556014982e+01,3.996185437978543575e+01,4.163743807032204813e+01,4.330715679582139188e+01,4.497950664228287820e+01,4.664257204091654785e+01,4.830455851917786703e+01
1.437673988963887206e+00,1.528358803853008263e+00,1.613336566612691536e+00,1.691504971887920039e+00,1.762247522176406012e+00,1.824212984060997078e+00,1.875620508453711643e+00,1.914357910965612364e+00,1.937690461150685994e+00,1.940919239860046996e+00,1.918303940580159850e+00,1.869343450517209293e+00,1.839310997788924151e+00,1.902367561819916064e+00,2.046940129998878977e+00,2.248761194906212957e+00,2.499326501099275344e+00,2.796401855114066137e+00,3.141010906665976599e+00,3.534778898806812286e+00,3.980192834138260416e+00,4.478865703988343938e+00,5.034347888215980227e+00,5.646832582174670989e+00,6.319216270195045837e+00,7.052348326089275865e+00,7.846296692515521976e+00,8.702141843804733767e+00,9.619005225065446751e+00,1.059798365098044037e+01,1.163469833797208608e+01,1.273199148907288247e+01,1.388489359345313545e+01,1.509123975034168730e+01,1.634708541467756149e+01,1.765434877768267441e+01,1.900595056766618640e+01,2.039922732921755255e+01,2.183386686072142524e+01,2.329986160584668653e+01,2.480288288441467159e+01,2.633339753626069779e+01,2.788969673292839602e+01,2.946801564828748710e+01,3.106605458372964179e+01,3.268510299217260240e+01,3.431563467617439045e+01,3.596165714640898159e+01,3.760864860421746414e+01,3.927121566442629330e+01,4.093805372418718491e+01
1.467525214899207286e+00,1.565026114256317324e+00,1.658181062567479769e+00,1.746554198431333749e+00,1.829420610748252685e+00,1.906197401684403880e+00,1.976021847735139669e+00,2.037606908825834395e+00,2.090086685944201328e+00,2.131409356678985567e+00,2.159377133256151104e+00,2.171128880800579086e+00,2.162483331878439330e+00,2.128142305428627257e+00,2.074896284326134044e+00,2.057136034535232305e+00,2.128532410475842962e+00,2.272009521172720259e+00,2.467741067533614441e+00,2.707645691634099627e+00,2.989589833855766265e+00,3.313683717858745048e+00,3.681663116243370837e+00,4.093574356215555987e+00,4.552580802889617750e+00,5.060213887255899046e+00,5.617830230859252261e+00,6.226736264763924389e+00,6.889789689575595233e+00,7.606938253766178271e+00,8.379419828640457979e+00,9.205997357649811974e+00,1.008981898352291218e+01,1.102662996466027501e+01,1.201891961263089570e+01,1.306389527484368607e+01,1.415869520563841455e+01,1.530826847571365690e+01,1.650431832396658294e+01,1.774604676860573349e+01,1.903444826113078037e+01,2.036520599400952136e+01,2.172968691595693969e+01,2.313615019198248746e+01,2.457648679753368270e+01,2.604496023966768092e+01,2.754964642955551923e+01,2.907577132288184174e+01,3.062831928463672782e+01,3.219840136067170988e+01,3.378890231018598911e+01
1.490483013011031144e+00,1.592665156565080897e+00,1.691504606037281366e+00,1.786657759794349376e+00,1.877664889698006601e+00,1.964107661984128450e+00,2.045258514542505512e+00,2.120585209400689397e+00,2.189559247274323273e+00,2.250999003705561385e+00,2.304188949581433388e+00,2.347527466326744694e+00,2.379602222739217510e+00,2.397631939894865116e+00,2.398115650079489125e+00,2.377931170115295423e+00,2.333874991638451579e+00,2.281165988118733612e+00,2.276583475090072639e+00,2.354933849658767286e+00,2.497886154347151333e+00,2.688776605969213307e+00,2.920833943268801747e+00,3.190663356875604872e+00,3.498487879733366057e+00,3.844944993486647089e+00,4.231313202908451920e+00,4.658966313230551215e+00,5.129471964834343645e+00,5.644402792207912967e+00,6.205186645995910411e+00,6.812626045761739135e+00,7.468702578331627429e+00,8.173681816935546962e+00,8.926995977523610293e+00,9.732460938516123150e+00,1.058641346406599482e+01,1.149014222284163900e+01,1.244335154344936356e+01,1.344642613845220858e+01,1.449875876824178178e+01,1.559808658294923056e+01,1.674375803353451531e+01,1.792852500366763380e+01,1.916176511218516509e+01,2.043362253255031646e+01,2.174277824398068759e+01,2.309006663710833607e+01,2.447317821924130499e+01,2.588982957379574401e+01,2.733450350727132516e+01
1.508866835602639345e+00,1.614650372413112267e+00,1.717574880063230225e+00,1.817541229638180100e+00,1.914180703674168482e+00,2.007317728097480991e+00,2.096434830793831861e+00,2.180982866366913520e+00,2.260583923541878093e+00,2.334819967114218908e+00,2.402997116790015042e+00,2.464330347978677338e+00,2.518506139037667069e+00,2.563294903286671644e+00,2.597877790687052713e+00,2.620564822590523590e+00,2.628613475207599581e+00,2.619095991720211458e+00,2.588366865546412932e+00,2.537130292865663161e+00,2.488800646508721126e+00,2.497159868522078607e+00,2.581945385409396998e+00,2.724785638112449337e+00,2.911830139586891963e+00,3.136669696590872469e+00,3.396737136604622620e+00,3.691533085968523586e+00,4.021292786977757494e+00,4.386831013093833498e+00,4.789581504411951407e+00,5.230363066297076813e+00,5.711905536467559052e+00,6.233435623100079148e+00,6.796231372912443724e+00,7.402143235694881973e+00,8.052622749285973214e+00,8.747471110702813135e+00,9.487435131335750782e+00,1.027288690155917195e+01,1.110233691413689350e+01,1.198245742405410574e+01,1.290503187648062422e+01,1.387426810324662441e+01,1.488537584328728869e+01,1.594232510544801507e+01,1.704354938374930128e+01,1.818371831891912649e+01,1.936675367351038091e+01,2.058645853382323665e+01,2.184588196902218016e+01
1.524223680540778725e+00,1.632620154371453802e+00,1.738677694140551511e+00,1.842266461806658651e+00,1.943106951507032942e+00,2.041138756926796027e+00,2.135837088311856036e+00,2.226942318296907253e+00,2.314298508320037140e+00,2.397236821811469909e+00,2.475670942326305468e+00,2.548992463807637776e+00,2.616841746445062622e+00,2.677914772543978028e+00,2.732133976417364440e+00,2.778213215222230303e+00,2.815059623583152426e+00,2.841374537097222319e+00,2.855122366196872097e+00,2.853621389733139946e+00,2.834444865267677471e+00,2.794707263283154663e+00,2.739751739892992699e+00,2.698629528276534906e+00,2.719055295595433464e+00,2.808896415741238162e+00,2.951919454822923949e+00,3.135924459319987978e+00,3.355041598423827764e+00,3.607067723548930349e+00,3.891085483734451511e+00,4.207051612796051110e+00,4.556301314203284214e+00,4.938648856680065258e+00,5.355577481195066269e+00,5.807769316622795053e+00,6.297731123860980773e+00,6.824822903740059843e+00,7.390467166914866937e+00,7.995914852297993924e+00,8.641447899962722445e+00,9.329944921689786952e+00,1.005690692992943447e+01,1.082862143431317214e+01,1.163982300200948217e+01,1.249605949547188644e+01,1.339326533500347161e+01,1.433146183207694513e+01,1.531082297381970214e+01,1.633352667582242645e+01,1.739456806428267654e+01
1.537302814432063736e+00,1.647745087172450607e+00,1.756262884494140364e+00,1.862623630608583714e+00,1.966865109794817990e+00,2.068597257833318270e+00,2.167475619316219237e+00,2.263615648630229682e+00,2.356430310953443907e+00,2.445949933313287250e+00,2.531576860753270708e+00,2.613261385392359415e+00,2.690775034832093571e+00,2.763159348959126849e+00,2.830094969480897227e+00,2.891071723229805102e+00,2.945607817499153569e+00,2.992505274214793065e+00,3.031160638053166601e+00,3.060578756576012971e+00,3.078613184918582046e+00,3.083798233572021985e+00,3.073906197687793718e+00,3.045319462921300513e+00,2.998262451507203608e+00,2.941839686972812729e+00,2.910371128405742969e+00,2.941708131264413328e+00,3.036304477674137026e+00,3.179573442662784633e+00,3.361093785910358900e+00,3.575601427275005850e+00,3.821413444852197472e+00,4.096477216357178541e+00,4.401154416108634670e+00,4.735294344382504406e+00,5.101071260806923746e+00,5.497588543092140512e+00,5.927130983055508118e+00,6.389989819418618211e+00,6.887330216395333160e+00,7.419914949223819001e+00,7.988251008510080631e+00,8.592701129557298145e+00,9.235836509344817813e+00,9.915833287107069793e+00,1.063550488847402420e+01,1.139403756102611709e+01,1.219027251971055392e+01,1.302571322509009377e+01,1.390204157083266701e+01
1.548623083598706485e+00,1.660850036537138141e+00,1.771246657503275701e+00,1.879897083874456198e+00,1.986628974963475347e+00,2.091278189804901100e+00,2.193539383982687330e+00,2.293352923073135319e+00,2.390542749070430073e+00,2.485011309408430957e+00,2.576283797691066191e+00,2.664140463926166991e+00,2.748758266583966492e+00,2.829190299359225058e+00,2.905304562282196468e+00,2.976737263227570818e+00,3.043310209699908953e+00,3.103880662756082209e+00,3.158721330147619355e+00,3.206625058072968937e+00,3.246895572309222100e+00,3.278521273597480690e+00,3.300706876280974367e+00,3.311090323954273718e+00,3.307708053979110385e+00,3.288606503622902633e+00,3.252327079955251943e+00,3.199066050089726332e+00,3.144769129654441997e+00,3.123681364846509823e+00,3.164834771207218012e+00,3.263813221568101053e+00,3.407996858694874565e+00,3.587727005857867191e+00,3.798516340655744283e+00,4.038094759956867286e+00,4.305357129002973515e+00,4.600418830872485820e+00,4.923156231223914325e+00,5.274275247408159117e+00,5.654791854527009498e+00,6.064639551955364638e+00,6.505208766603796988e+00,6.977261121905049102e+00,7.481693723276267249e+00,8.017857277480409550e+00,8.588807459423275503e+00,9.194269504664067227e+00,9.835068979520968924e+00,1.050905096058883359e+01,1.122064352879377047e+01
